class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,6584,248,174,0,0,0,0,0,5324,242604,381290,38594,180,0,0,264740,0,0,0,5510,8818,604146,545474,118222,50470,2,0,0,0,480,176,0,0,0,0,0,0,0,114946,553046,0,1934,2140,3644,2248,4166,653814,46,0,0,0,244178,228930,62886,40594,25790,18214,17582,28314,1504,0,728032,418,416,386,0,264740,8612,59036,58988,,,,116560,6583.78,728032,728032,726696,2900,142,71762,726220,667992,1209600,24404,0,74,0,405962.88,110250.24,150247.68,100,208,0,0,36306,328812,242582,53804,5298,1036,154,0,14,22,728032,2036,166,5022,120894,37258,215244,273614,13552,206,0,282,226,383692,80928,0,8,0,0,414060,1906,1688,0,0,330,110916,0,0,0,0,3914,3512,618,1526424,196616,26360,4142,42420,4542,719668,7014,0,0,0,392.76,396,267440,101780,86374,29278,45954,31000,76448,29122,596,0,0,0
neg,230,4,4,0,0,0,0,0,438,11098,17920,2110,0,0,0,11780,0,336,596,1792,3620,32050,23504,16894,2708,0,0,0,0,16,30,0,0,0,0,0,0,270,27040,4256,0,392,40,54,724,392,10726,18020,1216,2,0,19186,6778,3616,830,296,602,134,88,16,20,50826,12,18,20,0,11780,656,8826,7964,,,,16060,230.01,50826,50826,48402,83,0,4554,49960,31756,1209600,1316,2,4,0,18478.08,0.0,12123.84,0,60,0,232,8096,10552,7264,2708,2692,10,10,2,0,4,50826,1490,64,70,1084,438,13466,14492,462,0,0,6,30,17392,3114,0,44,0,0,17688,164,138,0,0,0,0,0,0,0,0,704,0,0,0,0,456,108,48880,4940,0,0,0,0,0,298.12,146,14114,7482,2042,2916,520,826,1082,2584,0,0,0,0
neg,59092,358,358,0,0,0,0,0,0,174,273034,2647170,1219826,44600,1240,1795306,6676,0,0,0,0,3882220,3438208,901558,355892,0,0,0,0,180,58,0,0,0,0,1102,9616,926568,1840910,1407848,0,3972,2186,2792,106164,3639286,431626,18,0,0,0,1583104,1029760,245316,172462,130258,123162,296966,605016,0,0,4784386,48,20,604,14,1795306,41158,603538,295852,201420,263980,200720,228080,59091.95,4784386,4784386,4777870,27530,0,110494,1147720,4186044,1209600,145566,2,102,0,3778520.64,0.0,404607.36,0,0,0,0,0,18074,698678,2421050,992668,46782,8184,608,8,12,4784386,6372,734,94378,214256,253906,3185100,413682,17594,22,0,338,328,3810286,60424,0,44,0,28,3812812,3382,194,0,0,0,0,0,0,0,0,23630,129764,14504,0,0,111796,11652,20860,2062,4556938,90,0,0,1015240,1892.34,1860,437124,866516,815806,439248,921848,685018,18428,1708,348,0,0,0
neg,214412,366,250,0,0,0,0,0,0,0,0,0,0,0,0,5812316,0,0,0,786704,1100902,10239196,9720766,3033856,921040,12,0,0,0,510,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14063314,6,34,68258,408,5812316,163494,1435080,1593984,253940,251580,243220,147540,214412.44,14063314,14063314,224,0,3526,56556,728440,0,1209600,243754,132,178,0,10380814.08,0.0,2192402.88,0,0,0,0,0,0,0,0,0,0,0,0,96,104,14063314,0,0,0,0,0,0,0,0,0,0,612,932,10338286,3620962,0,19766,0,0,10581766,31170,556,0,0,0,0,0,0,0,0,100170,45376,12350,13001466,2692586,287116,72062,50320,10146,4372574,132454,0,0,4412470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,27512,164,90,0,0,0,0,0,139784,1143644,215156,7414,0,0,0,668150,75264,0,0,76216,141818,1211178,1110298,341560,145834,2,0,0,0,132,390,0,0,0,0,0,0,9258,788206,708534,0,1650,126,208,282,23632,1480100,0,0,0,0,196292,480654,326466,204088,100350,59068,38582,40232,56498,3768,1629150,32,1614,886,0,668150,19352,163276,177332,225740,,,113400,27512.46,1629150,1629150,1631812,9446,0,40816,417260,1505998,1209600,32776,0,44,0,1329262.08,0.96,175511.04,0,144,0,29330,778682,631812,53932,8604,3088,550,0,0,90,98,1629150,2280,178,14058,97860,47980,637556,698430,7542,114,0,152,596,1328752,526020,0,6216,0,0,1337632,930,312,0,0,0,0,0,0,0,0,11796,6840,1492,2546930,438086,37066,8066,4660,462,1607210,4388,0,0,0,434.1,438,182440,136444,123550,54014,128884,186870,173578,513776,6442,0,0,0
neg,1216,2130706432,52,0,0,0,0,0,0,84,0,64948,32186,4,0,43172,0,0,0,0,0,97838,87460,16634,5130,0,0,0,0,12,4,0,0,0,0,0,0,79548,17674,0,0,196,62,76,104,5076,91692,16,0,0,0,46810,39172,7296,2506,924,330,134,50,0,0,114548,0,4,130,0,43172,1066,8582,8002,,,,16060,1216.43,114548,114548,115546,332,30,11164,113920,97222,1209600,3208,2,2,0,81156.48,0.0,15949.44,0,54,0,0,0,0,25868,61040,9880,366,68,0,2,6,114548,364,50,706,3198,2406,12668,71210,6408,212,0,74,8,83342,45198,2,540,0,68,83638,184,46,0,0,0,0,0,0,0,0,780,128,70,0,0,1230,210,226180,22696,0,0,0,0,0,136.34,126,16830,17728,8394,36830,9386,5646,1858,448,102,0,0,0
neg,324776,,,0,0,0,0,0,0,329986,11150448,32713830,16924458,2615570,71244,25889796,10552482,0,,0,0,27646068,9906154,42930880,15308464,,0,46998,0,0,0,0,0,0,0,0,23030,54109532,9606970,66004,0,85600,38772,62880,4055404,51345222,8217572,72,2,0,12,35488176,10589910,3286226,2521088,2185872,2160042,2435554,4480330,651980,6358,70591478,,,2196,12768,25889796,1983766,9928380,32819692,596240,771180,760960,82800,324775.01,70591478,70591478,68614476,256136,,,244920,63805536,1209600,0,,,,37466743.68,321840.0,25886147.52,,,0,0,10906,1995252,20434770,29262830,10866536,1111212,122934,1096,,,70591478,93878,24140,20794836,6619766,16144032,19240070,881486,7328,0,0,,,,,,,,,,122724,,,,,,,,,,1898172,,,,,,,,,,,,,,,,26765388,24684390,7262394,2026950,2409280,522478,98838,32218,3600,0,,
neg,40304,94,82,0,0,0,0,0,0,596,179206,1819018,399678,14560,72,1190666,0,0,0,0,0,2212542,2030558,284806,147908,0,0,0,0,158,62,0,0,0,0,0,205122,771412,1133654,302942,0,1572,1028,1780,37702,1830518,540512,18,0,0,0,672022,646766,277528,230814,190080,144526,123612,127058,724,0,2497736,38,36,70,0,1190666,26070,151634,132536,141200,134520,,5480,40303.04,2497736,2497736,2501448,15944,832,5510,74500,2413130,1209600,56650,0,72,0,2136910.08,0.0,274787.52,0,0,0,0,0,27202,894546,1304018,176606,8288,2402,68,6,10,2497736,2776,342,22640,139512,89952,1302562,835226,19846,274,0,150,374,2135424,5426,128,616,0,0,2157022,1180,192,0,0,0,0,0,0,0,0,12284,25656,5192,0,0,53334,12446,9680,3654,0,0,0,0,303040,703.92,794,289626,370378,251618,124938,282342,298948,339104,234598,215504,6074,0,0
neg,348,2130706432,24,0,0,0,0,0,0,0,0,338,0,0,0,11942,0,0,0,0,0,27776,20302,48452,3918,0,0,0,0,8,38,0,0,0,0,0,0,0,0,338,0,4,4,4,4,0,232,90,0,0,0,310,28,0,0,0,0,0,0,0,0,76264,4,2,0,0,11942,412,40354,7768,,,,48020,347.37,76264,76264,5854,1,8,7288,75860,33242,1209600,1222,2,6,0,20541.12,0.0,11534.4,0,4,0,0,0,0,338,0,0,0,0,0,6,10,76264,6,0,2,0,2,286,42,0,0,0,46,56,21558,94,0,0,0,0,21770,122,118,0,0,0,0,0,0,0,0,400,0,6,6768,2848,608,144,147480,14764,0,20,0,0,0,0.02,4,224,114,0,0,0,0,0,0,0,0,0,0
neg,108,12,2,4,6,0,0,0,0,10684,1366,2894,0,0,0,5626,0,32,0,66,200,20534,17554,7156,404,0,0,0,0,6,2,0,0,0,0,0,0,0,0,14944,0,1886,28,26,10,510,12484,0,0,0,0,8814,4096,508,166,72,8,10,1252,18,0,27786,6,6,6,0,5626,262,5200,1840,1310700,1310700,1310700,6860,108.56,27786,27786,29298,71,0,2632,27400,14944,1209600,462,0,4,0,7783.68,0.0,5285.76,,,0,0,5568,6346,1348,1682,0,0,0,0,0,4,27786,1878,12,112,542,1026,10978,396,0,0,0,8,0,7422,1760,0,0,0,0,8140,40,68,0,0,0,0,0,0,0,0,274,0,0,2078,474,194,32,600,60,6500,16,0,0,0,,,7460,3258,632,222,398,800,824,1350,0,0,0,0
neg,737452,144,46,0,0,0,0,0,0,42606,1355330,1480454,509218,114464,6142,19000628,0,0,0,2796662,3994206,35069094,33025512,8339860,3381820,0,0,0,0,20,14,0,0,0,0,0,0,143878,2239048,1125288,0,29300,3462,7416,15588,2693334,759114,0,0,0,0,1201020,1003556,593798,273538,138242,88540,63342,67296,65230,13652,46222068,64,3620,5482,74,19000628,484284,2572176,5747268,187880,191960,181980,17260,737452.3,46222068,46222068,3657162,15392,0,111004,130260,3508214,1209600,52978,112,32,0,34155156.48,0.0,9729307.2,32,622,0,0,256,907478,1348980,959882,270340,18566,2526,186,36,50,46222068,1976,714,653268,150758,241490,2409414,49680,914,0,0,110,22,2693002,1664704,0,0,0,182,2732520,5092,56,0,0,0,0,0,0,0,0,337604,8742,2736,3934634,478292,54838,8730,360,36,3612118,39382,0,0,15652310,1287.9,1124,810856,266546,151388,77194,177742,140966,194116,1662266,27140,0,0,0
neg,2108,2130706432,96,0,0,0,0,0,0,6758,58482,97454,100,0,0,67466,0,0,0,0,0,154720,134414,241662,12564,0,0,0,0,82,98,0,0,0,0,0,0,41142,5590,116062,0,332,264,486,926,14004,146774,8,0,0,0,71396,65538,17870,5378,1214,590,342,466,0,0,396496,312,676,342,2,67466,2348,223334,18254,,,,240920,2108.38,396496,396496,396330,480,0,39142,395500,162794,1209600,5700,2,16,0,132518.4,0.0,30005.76,6,38,0,0,178,38242,109234,13884,1008,214,34,0,18,24,396496,532,76,1122,20438,7660,29840,93680,9340,106,0,154,390,133232,42524,0,484,0,20,135396,338,40,0,0,0,0,0,0,0,0,1256,254,188,0,0,3278,1052,530920,53110,0,0,0,0,123610,152.96,174,34214,40574,8918,3180,7970,45078,4314,4232,13638,676,0,0
neg,724,,,0,0,0,0,0,0,88,34050,13904,0,0,0,26494,0,122,,0,0,47596,43626,9018,2160,0,0,0,0,0,0,0,0,0,0,0,0,27650,19134,1258,0,1308,24,36,34,134,45616,890,0,0,0,29504,14206,3110,678,112,56,326,50,0,0,56626,2,118,8,0,26494,406,5630,3370,0,0,0,8860,724.29,56626,56626,,149,282,,56380,,1209600,0,,,,41088.96,0.0,5613.12,,,0,0,0,5484,40282,1652,528,84,12,0,,0,56626,1268,16,244,3942,1962,9508,30216,870,16,0,,,,,,,,,,58,34,,,,,,,,,276,24,14,0,0,874,174,156240,16924,0,0,0,0,,,,7556,7562,2012,782,24390,5716,24,0,0,0,0,0
neg,65172,2130706432,986,0,0,0,0,0,0,25090,1007458,2281640,1325298,181516,23950,2057700,0,0,0,0,0,4311554,3748294,734290,477566,0,0,7706,0,7124,940,0,0,0,0,0,150036,2780358,1127416,787142,0,2432,998,1410,1844,66396,4770714,1158,0,0,0,1313830,1048052,321696,316678,353382,404696,715274,368226,3114,4,5046688,210,302,400,22,2057700,46586,323524,409482,170540,179340,177140,20200,65172.23,5046688,5046688,5000848,39301,5722,15118,198880,4844952,1209600,154192,2,138,0,3989182.08,32917.44,819624.96,0,928,0,0,4130,169836,1012944,1790308,1520126,333554,13126,928,2,12,5046688,6448,928,127288,501760,165020,2134064,1845188,63518,738,0,1368,2664,3677056,78448,0,7860,0,56,4035428,3742,304,0,0,40,32922,0,0,0,0,29362,24252,17276,0,0,56982,13918,7438160,1531100,11206,8642,0,0,34357430,1732.82,1870,888438,1154236,660176,283008,509352,417012,280742,194616,414544,42828,0,0
neg,36284,430,390,0,0,0,0,0,0,202,196456,1622804,704518,37716,688,1059306,0,0,0,0,0,2324562,2035656,374026,239390,0,0,0,0,1044,132,0,0,0,0,0,20462,1320496,821478,399948,0,3110,1206,1802,300180,1898242,357822,22,0,0,0,925798,576462,193582,145162,118036,107242,234772,261330,0,0,2698934,128,98,76,20,1059306,28282,187918,185072,162040,175080,,32460,36283.63,2698934,2698934,2705136,17668,9450,24766,274700,2562384,1209600,82720,2,114,0,2137279.68,12.48,422136.96,0,0,0,0,0,2464,645528,1468696,414116,26328,5098,154,144,152,2698934,5062,392,67182,251072,149128,1597474,485108,6910,56,0,604,410,1532584,7548,0,39448,0,14,2182642,1546,206,0,0,0,92,0,0,0,0,15718,41192,7464,0,0,96362,14490,1667720,236960,0,0,0,0,6283640,848.08,956,442324,538020,295412,142986,281598,247144,285958,198218,130666,58,0,0
neg,568520,,,,,0,0,0,0,143626,9901890,26064290,5959584,212806,446,16100824,33812,0,,0,0,33227610,28190248,15457302,4802144,,0,0,0,,,0,0,0,0,23452,5771564,23972100,9915060,2600466,0,41958,39122,46594,102240,10497750,31554492,470,16,0,0,17213918,8281856,3822114,2874162,2901264,4863588,2284352,41388,0,0,48691916,,,,,16100824,679898,9133028,6295856,411960,469960,379060,47100,568520.73,48691916,48691916,48218648,233626,,,212380,42282642,1209600,,,,,34632351.36,0.0,7627675.2,,,0,0,1098,2634916,20041218,16506134,2759270,274704,63196,2106,,,48691916,41374,8604,4032398,2993238,3442550,27993588,3681378,89508,4,0,,,,,,,,,,,,,,,,,,,,324620,,,,,,,,,,,,,,,,8154140,8438988,4654684,2433880,6505486,4893682,4953450,1798130,450114,88,,
neg,30852,440,84,0,0,0,0,0,0,446,388306,1918052,437150,27568,0,1337444,0,0,0,0,0,2376168,1973408,677894,299224,0,0,0,0,686,120,0,0,0,0,0,2432,1734182,458618,576290,0,15850,7738,12066,119526,2179388,436940,14,0,0,0,1560968,417390,225816,152724,110814,90668,98192,87200,27092,658,3055120,374,1124,438,2,1337444,46394,278870,396416,224780,307160,,136740,30851.59,3055120,3055120,2968360,12236,29612,55576,626300,2771522,1209600,98768,0,114,0,2212824.96,0.0,559632.96,,,0,0,0,32928,942432,1325186,410012,52854,7794,316,70,146,3055120,4676,780,178896,236694,248632,1776498,319758,5588,0,0,220,78,905366,75276,0,46546,0,0,1170836,4678,74,0,0,0,0,0,0,0,0,27496,16996,4214,8721614,1190378,82236,12262,1968760,291504,1534934,9008,0,0,851610,,,601220,781904,342866,138924,422298,460966,22336,458,550,0,0,0
neg,2286,34,30,0,0,0,0,0,0,23880,59062,46092,272,0,0,59728,0,0,0,0,0,130756,123290,12526,5634,0,0,0,0,26,16,0,0,0,0,0,7498,96966,10094,14748,0,128,26,26,76,73114,55934,2,0,0,0,43580,60584,16502,6366,1690,398,116,68,2,0,143284,0,10,78,0,59728,988,6732,5764,,,,12340,2286.88,143284,143284,146756,472,254,14198,143020,129306,1209600,2724,0,0,0,122010.24,0.0,7200.96,0,0,0,0,10172,44882,59504,13996,560,160,32,0,4,20,143284,150,32,80,5236,1666,55440,64394,2176,132,0,44,70,122024,16638,0,40,0,54,122686,82,66,0,0,0,0,0,0,0,0,476,1140,218,0,0,4638,852,2900,582,0,0,0,0,1286880,98.64,54,8146,12580,11148,8296,40084,46884,1876,196,96,0,0,0
neg,28,92,24,2,2,0,0,0,1504,4536,1788,1678,0,0,0,2966,0,124,0,1652,3414,13076,12096,14940,248,0,0,0,0,32,24,0,0,0,0,0,0,0,0,9506,0,1780,12,18,20,30,2856,4790,0,0,0,6708,774,456,252,748,134,134,182,80,38,29692,0,4,2,0,2966,208,11792,3052,,,,14720,27.83,29692,29692,30220,44,234,2842,29460,9546,1209600,370,0,6,0,3703.68,0.0,4664.64,0,46,0,14,4558,1330,2808,614,174,8,0,0,36,60,29692,1334,52,136,778,266,1690,3518,1656,76,0,34,76,1436,0,0,74,0,0,3652,76,114,0,0,0,0,0,0,0,0,254,0,0,738,2084,100,50,5100,1218,13936,138,0,0,0,571.74,120,6056,2440,526,164,216,84,18,2,0,0,0,0
neg,96132,2130706464,2086,0,0,0,0,0,0,2148,797476,3834362,1392740,63748,0,2776862,0,0,0,0,0,5448456,4803472,952432,566284,0,0,0,0,2066,2982,0,0,0,0,0,3420,1463374,4016974,606706,0,1954,556,670,1142,36596,6047636,1920,0,0,0,1639300,2051182,782062,578768,383692,227210,373612,54648,0,0,6401536,2168,4198,10356,4,2776862,83232,520922,429664,188020,192060,180400,50280,96132.14,6401536,6401536,6409694,33859,71716,30264,344020,6090474,1209600,218898,2,128,0,5367012.48,0,719867.52,0,712,0,0,0,218756,2637624,2696988,505256,27570,4210,70,2,8,6401536,5772,770,485818,300350,296762,4198986,790840,11060,116,0,2644,5020,4964766,1232602,0,3768,0,10,5424406,4276,256,0,0,0,0,0,0,0,0,38548,49218,25698,0,0,170562,37324,17504680,2101030,0,0,0,0,95121940,1445.18,1608,759486,1098232,685356,347964,775058,912470,728428,374614,384480,24386,0,0
neg,31222,2130706432,0,0,0,0,0,0,0,464,16972,1402796,764678,61364,6822,1105530,54868,0,0,0,0,1746270,1211632,645428,458998,0,0,5496,0,2130,466,0,0,0,0,0,0,413216,1822870,17010,0,3070,1550,1754,1858,37444,2206144,1274,2,0,0,617910,649424,257476,182464,132606,102718,121162,189336,0,0,2392358,42,322,510,2,1105530,49358,181408,459452,258040,,,380740,31222.1,2392358,2392358,2345838,15187,2508,112246,1176280,2253096,1209600,79440,0,0,0,1965312.96,0,284676.48,2,906,0,0,0,520,432542,1225502,554464,33994,5750,324,0,140,2392358,5618,662,73898,162730,73218,1112438,791656,32490,386,0,0,0,0,0,0,0,0,0,0,1766,1028,0,0,0,0,0,0,0,0,39556,15012,4662,0,0,65680,13916,4677260,686922,1034558,10898,0,0,1222100,984.9,1280,303254,660162,294138,128916,219300,152242,139226,99548,231124,25186,0,0
neg,40184,544,508,0,0,0,0,0,0,25842,1081016,1731322,195100,14774,108,1363082,0,0,0,424,1024,2570574,2111984,573962,413336,0,0,0,0,966,550,0,0,0,0,0,361742,1180364,860286,645770,0,1878,1060,1168,15742,1742394,1283238,2682,0,0,0,868108,962542,323608,228166,172834,142716,152254,196998,936,0,3145368,78,90,188,4,1363082,41870,216544,355988,199720,237880,,131440,40184.02,3145368,3145368,3148678,18630,139758,68686,721580,3048162,1209600,143498,0,60,0,2725638.72,11968.32,308383.68,0,0,0,0,330,223750,1657414,1070814,80514,11926,3248,166,314,380,3145368,3564,528,53418,263604,137780,1961570,612064,15352,282,0,762,1180,688984,43164,0,23672,0,16,2736740,2258,140,0,0,140,12028,0,0,0,0,22338,45458,8160,0,0,116214,19068,7858580,1162874,402810,56660,0,0,505560,935.82,1064,347334,802654,601526,299432,516260,316338,124612,32842,7164,0,0,0
neg,18,48,,8,12,0,0,0,1014,11132,2348,1066,0,0,0,3708,,,,3920,,9060,8778,25892,1112,0,,,,74,36,0,0,0,0,0,0,0,1776,13784,0,996,10,40,24,164,14326,0,0,0,0,14080,512,106,168,94,30,30,512,26,2,38920,2,42,4,0,3708,222,20130,5746,,,,25660,18.93,38920,38920,41168,40,222,3750,38620,15560,1209600,0,,,,3478.08,0.0,11076.48,0,14,0,1732,9920,2564,376,968,0,0,0,0,,4,38920,998,16,32,36,836,12676,966,0,0,0,,,,,,,,,,46,82,0,0,0,0,0,0,0,0,346,0,0,220,104,68,22,7380,970,0,40,0,0,0,45.86,50,12404,2704,160,34,64,44,42,108,0,0,0,6
neg,40232,218,196,0,0,0,0,0,0,37012,603154,1557440,277234,4124,0,1176782,0,0,0,0,0,2288108,2007174,627838,248276,0,0,0,0,246,308,0,0,0,0,0,26304,1312452,798744,341464,0,2138,440,800,104688,2074986,295636,276,0,0,0,553472,697264,379810,344020,270970,186928,46500,0,0,0,2916182,0,26,136,26,1176782,31878,489350,137936,292480,228820,,103780,40232.65,2916182,2916182,2913546,15835,1750,47720,493740,2478964,1209600,69188,0,52,0,2214579.84,0.0,262070.4,0,0,0,0,0,179032,993140,1045616,249404,8946,2460,366,24,30,2916182,3344,276,70562,126642,88544,1770072,403794,15640,88,2,198,550,2216332,36498,0,20,0,14,2237982,1400,154,0,0,0,0,0,0,0,0,16486,34082,6532,0,0,61992,11728,76620,12752,0,0,0,0,232680,702.76,660,279068,376298,354132,186026,366198,322452,310060,129652,147340,7738,0,0
neg,304,40,14,0,0,0,0,0,0,6868,25634,2846,0,0,0,14444,0,130,0,238,664,34380,28622,46940,1908,0,0,0,0,38,4,0,0,0,0,0,0,0,20724,14624,0,1048,20,40,52,114,34072,2,0,0,0,20218,13374,828,208,52,58,120,422,68,0,81592,0,12,4,0,14444,552,40970,5924,,,,46640,303.6,81592,81592,81912,97,164,7934,81140,35348,1209600,1418,0,12,0,23763.84,0,10539.84,0,36,0,0,4740,21698,7632,1160,90,28,0,0,6,10,81592,1076,16,2600,2062,10186,18658,750,0,0,0,18,4,23702,1038,0,68,0,0,25110,182,122,0,0,0,0,0,0,0,0,406,22,10,21298,5132,1444,198,860,238,11736,276,0,0,0,85.34,86,12146,7812,6364,5190,3662,36,72,66,0,0,0,0
neg,2398,66,42,0,0,0,0,0,0,4042,97878,88858,7912,0,0,90850,0,0,0,0,0,168386,133900,108700,15780,0,0,0,0,264,46,0,0,0,0,0,0,0,34670,164020,0,11946,576,1266,1846,17164,165776,116,0,0,0,116908,49808,13248,7148,3856,1688,906,3324,1496,308,277256,40,58,258,0,90850,3152,72514,34050,,,,105900,2397.75,277256,277256,281380,920,0,26190,274900,199040,1209600,5376,0,32,0,127912.32,501.12,56225.28,22,146,0,0,0,28098,121032,45522,3486,412,140,0,68,72,277256,11648,76,11548,16408,23080,130590,5294,46,0,0,42,60,127752,27244,0,54,0,0,132314,374,198,0,800,0,308,0,0,0,0,2368,316,80,93292,17802,3330,1066,7480,748,224178,336,0,0,1397770,605.22,398,71270,25302,13418,4574,8296,13966,18216,43476,172,0,0,0
neg,38516,356,248,0,0,0,0,0,0,106448,994698,1228674,252890,15012,226,1139376,0,0,0,3680,6592,2421190,2136086,403524,209834,0,0,0,0,134,30,0,0,0,0,0,43126,528354,1279702,746766,0,1850,392,818,50052,1530424,1000520,13890,2,0,0,934606,576352,224280,182406,156952,135962,134824,217092,35048,426,2829266,134,290,848,4,1139376,31576,219280,183284,137320,201320,,57760,38515.49,2829266,2829266,2824800,16742,334,36004,401300,2597948,1209600,71302,0,164,0,2144470.08,0.0,451137.6,0,0,0,0,14952,405116,997334,1010642,156954,10250,2666,34,30,40,2829266,4644,624,38020,144756,129124,1580334,668624,31730,92,0,382,110,2148046,69388,58,2586,0,0,2173730,2304,274,0,0,0,0,0,0,0,0,17068,40232,6774,0,0,82644,13166,25460,2614,2608598,2350,0,0,2027240,1260.18,1474,471644,433870,291836,144504,302308,267202,250232,192868,238410,5074,0,0
neg,52380,630,526,0,0,0,0,0,0,36950,981204,1824026,493966,25026,1026,1487010,0,0,0,6,306,2981190,2550624,604960,361470,0,0,0,0,596,210,0,0,0,0,0,380130,2214188,574160,193720,0,2082,888,1388,86792,2412984,857642,422,0,0,0,1128796,756222,277382,215108,187224,223700,520984,52782,0,0,3586878,76,554,140,18,1487010,47530,373868,226692,167040,218580,,212080,52379.2,3586878,3586878,3597074,22255,6250,112232,1159740,3362198,1209600,121422,0,82,0,3068135.04,0.0,291531.84,0,0,0,0,1012,270310,1358214,1422228,289796,17298,3222,118,22,46,3586878,5048,674,122484,143350,173430,2486040,400602,30038,532,0,842,408,2980742,61434,0,49684,0,96,3090646,2084,360,0,0,0,0,0,0,0,0,25538,61192,11208,0,0,115070,21112,201300,47346,0,0,0,0,3072370,1290.76,1466,320198,635124,532160,281790,561398,441718,262886,141160,175812,9952,0,0
neg,170,2130706440,12,0,0,0,0,0,0,54,4484,14966,1166,0,0,7880,0,0,0,0,0,19470,14022,8810,3294,0,0,0,0,40,38,0,0,0,0,0,0,20670,0,0,0,58,14,24,24,256,20268,26,0,0,0,12980,4606,1920,708,272,130,54,0,0,0,28314,0,4,4,0,7880,484,3842,4954,,,,8600,170.28,28314,28314,29652,44,0,2684,28160,20670,1209600,1250,2,6,0,14810.88,0.0,5791.68,0,16,0,0,0,1248,10610,7766,766,228,52,0,0,4,28314,102,18,32,2456,1074,8316,8034,638,0,0,24,108,15380,1604,0,10,0,8,15442,82,90,0,0,0,6,0,0,0,0,352,172,28,0,0,1064,182,42720,4272,0,0,0,0,0,40.24,46,6442,7106,2068,894,1814,2296,18,8,24,0,0,0
neg,884,2,2,0,0,0,0,0,0,30,25762,34670,1206,0,0,28548,0,50,0,0,0,58480,47550,21026,5234,0,0,0,0,16,116,0,0,0,0,0,0,0,2180,59488,0,160,26,40,92,956,4180,56214,0,0,0,33958,13998,4726,3016,2020,1364,1352,608,316,310,79540,0,8,0,0,28548,892,10802,10166,,,,20520,883.02,79540,79540,78956,242,66,7538,79040,61776,1209600,1608,2,10,0,45818.88,0,14883.84,0,34,0,0,0,1556,34536,22834,2072,666,4,0,104,108,79540,1176,42,1874,458,3284,40358,13760,622,94,0,2,266,48738,1624,0,0,0,0,49106,246,88,0,0,0,0,0,0,0,0,578,84,30,31074,9382,1622,308,1220,328,4548,88,0,0,0,157.04,106,16608,7520,2772,2108,3036,5518,9078,14812,216,0,0,0
neg,29648,64,46,0,0,0,0,0,133924,1032866,281380,12084,10,0,0,765362,0,0,0,42212,54934,1294562,1227296,271586,87864,0,0,0,0,76,48,0,0,0,0,0,0,3632,227912,1228720,0,2066,186,304,432,1272,1416438,39566,0,0,0,153760,516938,419182,161802,68608,42118,28292,26786,17320,25458,1608476,218,28,768,0,765362,17104,174406,96552,199600,,,70300,29648.17,1608476,1608476,1610000,9370,278,38704,397220,1460264,1209600,21502,0,64,0,1323245.76,0,134604.48,,,0,20250,435842,892992,96974,11692,2030,484,0,0,340,344,1608476,2180,124,79484,43222,58396,1271448,5410,0,0,0,74,100,1317736,964708,0,1458,0,0,1333308,776,256,0,0,0,0,0,0,0,0,8440,2478,1064,1328486,204452,20008,4532,10820,1960,1523246,4054,0,0,28648210,,,143502,102002,57862,25520,48880,36578,55098,928202,62620,0,0,0
