class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,8698,,910,910,0,0,0,0,0,0,620,163812,1215540,779294,113462,1732,1095822,0,2694,0,0,0,2072090,1800658,347876,238146,0,0,0,0,9806,1268,0,0,0,0,0,0,2162790,85992,25678,0,12438,7092,8296,376552,1779436,90646,0,0,0,0,1594108,258380,143354,108236,83844,53312,30740,2486,0,0,2420256,166,124,282,134,1095822,41628,150296,197040,178320,,,,,,,,166580,8698.0,2420256,2420256,2410758,8056,143264,119440,1206840,2274460,1209600,88924,894,360,0,1497809.28,56417.28,717992.64,0,0,0,0,0,1004,89238,744200,1085812,300656,48934,4616,560,620,2420256,,1634,396,644720,134960,262686,1090696,135400,3966,2,0,950,7622,29134,6428,40,225060,0,0,1414976,7298,54,0,0,1550,65080,0,0,0,0,21456,336,102,0,0,72978,11064,5359360,814398,129266,81152,0,0,7706160,937.6,900,813540,1349466,105904,2128,2728,612,82,0,0,0,0,0
neg,36120,,622,,0,0,0,0,0,6682,544818,1322204,137042,6120,94,0,982010,0,0,,14656,22152,1702060,1467772,453294,205932,0,0,0,0,372,514,0,0,0,0,0,20244,66882,460144,1469690,0,2146,500,854,1258,36564,1975636,2,0,0,0,340960,761828,327908,168978,98074,67522,53656,68314,89670,40050,2170500,54,62,88,284,982010,42262,267726,184338,276740,0,0,0,0,0,0,0,171980,36120.52,2170500,2170500,,14718,49402,,956320,,1209600,0,,,,1862520.96,0.0,151711.68,,,0,0,87378,777984,962186,169114,15584,4288,416,10,,0,2170500,,2860,478,145884,89852,838142,933268,6476,0,0,0,,,,,,,,,,1598,206,,,,,,,,,19232,14882,3874,6757720,1186086,96832,19708,7292940,857712,1479956,34410,0,0,,,,171596,307216,235714,81752,122074,96310,120742,809488,72068,0,0,0
neg,22,0,8,8,0,0,0,0,0,0,112,1724,3438,14,0,0,1842,0,236,0,0,0,11002,9012,5582,184,0,0,0,0,4,10,0,0,0,0,0,0,0,0,5288,0,1182,4,6,12,12,3042,1030,0,0,0,3680,446,126,180,48,38,34,422,58,256,16590,0,4,2,0,1842,174,4250,1312,,,,,,,,,5420,21.51,16590,16590,17240,27,0,1550,16400,5330,1209600,362,0,2,0,2831.04,0.0,1333.44,0,10,0,0,0,1112,2236,698,918,240,84,0,4,8,16590,0,1226,12,14,688,100,626,2048,566,8,0,4,10,2708,110,0,0,0,0,3164,32,78,0,0,0,0,0,0,0,0,154,0,0,638,748,74,30,20,2,0,40,0,0,0,86.62,42,2516,2264,184,102,104,34,34,50,0,0,0,0
pos,596296,,0,,0,0,0,0,0,0,132170,5785328,21794594,7609434,156074,1312,17534970,605032,0,0,386,634,28893106,23205882,8357862,5283692,0,0,0,0,0,0,0,0,0,0,0,117450,7266308,23956396,4138758,0,36170,44652,84502,149784,21763240,13399538,982,38,6,0,12117468,5250632,2844960,2854818,3235574,3557714,3288228,1916798,401986,10734,37254098,2188,8496,1692,934,17534970,416404,3685644,4643538,686620,662520,489780,353640,295620,331220,409300,561940,552500,596295.32,37254098,37254098,36968860,257691,1213352,61462,922800,35478912,1209600,0,,,,30910719.36,0.0,4541101.44,,,0,0,12390,2344134,15144402,15407296,2350602,178588,39366,2134,,1340,37254098,,23084,4052,2282938,1521548,4122270,24244808,3226838,53362,12,0,,,,,,,,,,15956,514,0,0,0,2,0,0,0,0,269648,545274,97428,0,0,1086934,176886,42934060,7936840,0,0,0,0,203773900,,,4699886,5302518,4077866,1962878,3965324,3320514,3078222,2719420,5933718,418566,0,0
neg,1302,,0,,0,0,0,0,0,0,172,6564,61930,16980,0,0,40168,0,106,0,0,0,82242,72746,19262,4846,0,0,0,0,0,0,0,0,0,0,0,5182,80464,0,0,0,768,544,736,1324,8140,69202,4932,0,0,0,53802,19884,6588,4354,632,236,118,32,0,0,101564,12,4,52,16,40168,1102,9250,9946,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,18860,1301.01,101564,101564,101998,283,1572,9818,101100,85646,1209600,0,,,,73894.08,0.0,11601.6,,,0,0,0,4532,17694,60602,2388,364,66,0,,0,101564,,166,38,5460,3368,6094,59238,10644,638,0,0,,,,,,,,,,150,60,0,0,0,0,0,0,0,0,626,604,156,0,0,2338,418,130860,15796,0,0,0,0,301010,,,12816,13830,4736,2650,9540,41474,416,168,16,0,0,0
neg,304,,40,14,0,0,0,0,0,0,6868,25634,2846,0,0,0,14444,0,130,0,238,664,34380,28622,46940,1908,0,0,0,0,38,4,0,0,0,0,0,0,0,20724,14624,0,1048,20,40,52,114,34072,2,0,0,0,20218,13374,828,208,52,58,120,422,68,0,81592,0,12,4,0,14444,552,40970,5924,,,,,,,,,46640,303.6,81592,81592,81912,97,164,7934,81140,35348,1209600,1418,0,12,0,23763.84,0,10539.84,0,36,0,0,4740,21698,7632,1160,90,28,0,0,6,10,81592,,1076,16,2600,2062,10186,18658,750,0,0,0,18,4,23702,1038,0,68,0,0,25110,182,122,0,0,0,0,0,0,0,0,406,22,10,21298,5132,1444,198,860,238,11736,276,0,0,0,85.34,86,12146,7812,6364,5190,3662,36,72,66,0,0,0,0
neg,38,,122,80,0,0,0,0,0,0,82,404,10564,0,0,0,4152,0,0,0,0,0,12160,8994,20686,1476,0,0,0,0,22,24,0,0,0,0,0,0,11050,0,0,0,126,26,28,38,2330,8500,2,0,0,0,9794,970,204,68,14,0,0,0,0,0,32870,0,8,2,0,4152,292,17188,3478,,,,,,,,,20480,37.92,32870,32870,37184,20,278,3154,32680,11050,1209600,710,0,6,0,5660.16,0,5336.64,0,0,0,0,0,262,8838,1776,104,70,0,0,0,4,32870,,132,20,26,618,950,3522,3656,2080,46,0,60,32,5304,62,0,60,0,36,6108,86,50,0,0,0,0,0,0,0,0,180,0,2,0,0,398,92,2700,744,0,0,0,0,0,103.14,46,5848,4104,1004,34,32,14,14,0,0,0,0,0
neg,4,0,10,10,0,0,0,0,0,0,1232,1824,1222,0,0,0,1370,0,0,0,332,5138,15782,13794,17896,262,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4278,0,40,12,16,1008,84,2318,800,0,0,0,3244,174,246,66,18,362,168,0,0,0,34044,0,6,0,0,1370,136,16618,1254,,,,,,,,,17700,4.8,34044,34044,36262,25,0,3298,33780,4312,1209600,146,2,6,0,1010.88,0,2195.52,2,14,0,0,1544,828,848,994,64,0,0,0,0,4,34044,0,1110,4,16,10,178,2790,170,0,0,0,10,4,1158,98,0,0,0,0,1178,30,72,0,0,0,0,0,0,0,0,194,0,0,144,34,12,10,2240,224,6872,10,0,0,0,0.68,30,3374,780,124,0,0,0,0,0,0,0,0,0
neg,40880,,0,,0,0,0,0,0,0,176,89274,1759272,1306790,22352,0,1292790,0,0,0,0,0,2830518,2533176,417112,255346,0,0,0,0,0,0,0,0,0,0,0,4254,229446,1833516,1110648,0,2734,564,912,79056,2237498,855614,1486,0,0,0,1298124,1075866,361822,184796,131360,124664,1232,0,0,0,3248176,0,4786,684,0,1292790,42082,174532,241694,144900,160160,,,,,,,107140,40880.4,3248176,3248176,3262452,13177,1738,80084,823820,3177864,1209600,0,,,,2677251.84,0.0,497201.28,0,0,0,0,0,37632,288478,1869466,925674,49060,7192,362,,0,3248176,,5478,548,172118,387036,318370,2004938,286098,3234,44,0,,,,,,,,,,1780,74,0,0,0,0,0,0,0,0,17682,0,0,0,0,0,0,0,0,0,0,0,0,880430,1073.06,1140,524838,770410,414560,166698,975528,126684,37770,140414,20676,286,0,0
neg,38694,,0,,0,0,0,0,0,0,2368,286152,1615138,467710,16632,388,1193452,0,0,0,0,0,2108510,1832810,419066,225606,0,0,0,0,0,0,0,0,0,0,0,100206,1278578,851336,158268,0,3494,2368,2994,2168,8650,2368676,34,4,0,0,795928,588810,179332,142640,119258,112348,143232,306698,142,0,2528140,16,178,148,264,1193452,37528,216090,202212,194740,199220,,,,,,,19920,38693.41,2528140,2528140,2526804,16653,16388,6858,103060,2388388,1209600,0,,,,2138480.64,0.0,245782.08,30,172,0,0,0,17686,809880,1287930,250066,18476,4134,216,,0,2528140,,5060,540,69354,175060,163776,1488320,478298,7904,76,0,,,,,,,,,,1624,146,0,0,0,0,0,0,0,0,20278,31500,5618,0,0,82480,12556,3514600,480960,0,0,0,0,8693450,904.84,1180,264762,440894,271158,135092,287932,318920,267112,170818,213476,18224,0,0
neg,28,,8,8,0,0,0,0,0,0,2268,6480,2748,0,0,0,4544,0,0,0,0,0,11128,7988,12476,1240,0,0,0,0,16,12,0,0,0,0,0,0,11496,0,0,0,78,8,16,18,76,9482,1818,0,0,0,10076,1230,154,22,8,6,0,0,0,0,23628,0,4,0,0,4544,288,9148,3304,,,,,,,,,12320,27.18,23628,23628,24638,18,0,2224,23480,11496,1209600,824,0,0,0,5537.28,0.0,5904.0,0,0,0,0,1802,6860,2438,350,46,0,0,0,0,6,23628,,106,6,20,620,1270,1998,5818,1628,30,0,16,64,6230,38,0,2,0,0,6258,64,34,0,0,0,0,0,0,0,0,170,0,0,0,0,256,76,340,36,0,0,0,0,0,52.68,46,6540,4608,332,10,6,0,0,0,0,0,0,0
neg,102154,,2130706432,,0,0,0,0,0,0,41954,1969082,3618814,887362,58470,1130,2644100,0,58,0,0,0,5708888,4893420,1186048,726522,0,0,0,0,0,0,0,0,0,0,0,41330,3163506,2492786,879190,0,2418,586,5570,131928,3783568,2652058,682,2,0,0,1900852,1838574,616070,484430,373938,297672,352032,701410,11834,0,6895708,630,814,3534,0,2644100,88996,690098,492432,180680,159960,290460,201360,231620,,,,113100,102154.57,6895708,6895708,6892606,42751,101192,78092,836360,6576812,1209600,0,,,,5468366.4,0.0,1103964.48,0,0,0,0,6222,831354,2879468,2291804,537760,25858,4196,150,,0,6895708,,6792,804,169662,566794,422386,4022500,1363082,24586,206,0,,,,,,,,,,3044,290,0,0,0,0,0,0,0,0,46578,93574,41804,0,0,144794,35338,38669120,4593136,0,0,0,0,2154570,1483.66,1850,1144510,866232,645524,350678,866338,934592,900446,509358,359014,120,0,0
neg,8,0,4,4,0,0,0,0,0,0,3336,3636,1388,0,0,0,646,0,0,0,30,108,15342,13726,4712,598,0,0,0,0,8,4,0,0,0,0,0,0,0,4492,3868,0,50,14,408,512,162,5448,1766,0,0,0,7232,182,48,42,50,204,438,48,16,100,20096,0,6,0,0,646,124,3008,1688,,,,,,,,,4580,8.62,20096,20096,22360,26,0,1956,19900,8396,1209600,192,2,4,0,1149.12,493.44,5691.84,2,12,0,0,2050,3476,1868,348,618,0,0,0,2,2,20096,0,1090,14,8,10,8,1476,5270,422,62,0,2,2,1354,128,0,0,0,0,1356,56,78,0,0,0,0,0,0,0,0,186,0,0,0,0,12,8,1820,186,0,6,0,0,0,0.62,36,7366,822,30,10,12,20,68,32,0,0,0,0
neg,36,0,2130706434,64,0,0,0,0,0,0,6,18228,7964,0,0,0,13156,0,0,0,0,0,39786,35444,17256,1218,0,0,0,0,46,70,0,0,0,0,0,0,0,1302,24896,0,54,2,6,620,344,23164,2008,0,0,0,23058,1482,306,348,138,124,532,144,18,48,57074,0,0,0,0,13156,342,14358,2870,,,,,,,,,16940,36.49,57074,57074,57792,64,234,5540,56660,26240,1209600,620,2,0,0,4550.4,471.36,20248.32,2,20,0,0,0,10864,14292,1028,14,0,0,0,6,14,57074,0,982,8,24,3862,1258,18078,1938,48,0,0,96,122,4122,54,0,12,0,0,5032,52,128,0,0,20,490,0,0,0,0,296,0,0,3300,1366,192,68,22160,4942,21404,82,0,0,0,95.08,44,21912,3390,388,92,154,88,118,56,0,0,0,0
neg,34848,,678,658,0,0,0,0,0,0,136448,941830,1231024,215982,14030,3150,1121428,0,112,0,0,0,1970316,1374544,823514,517412,0,0,5664,0,1412,228,0,0,0,0,0,0,1485334,681672,375458,0,1970,620,1052,137954,1471842,928984,42,0,0,0,740636,691858,174440,134776,115682,110048,168714,380266,26044,0,2794466,40,240,176,40,1121428,47002,390682,426176,367240,344840,,,,,,,103480,34848.94,2794466,2794466,2767312,18148,2014,31042,367740,2542464,1209600,56156,0,70,0,2047220.16,0.0,493152.96,0,0,0,0,228,359650,967980,988602,203642,17904,3892,566,332,340,2794466,,4126,548,37682,214584,196182,1114980,955794,18514,54,0,996,604,2020590,30112,0,3074,0,66,2079300,2896,134,0,0,0,0,0,0,0,0,29812,20248,5520,0,0,75430,15378,44900,5366,18684,4988,0,0,4845100,1181.52,1312,513370,431466,273442,142484,436984,428000,229430,70338,16950,0,0,0
neg,58686,,116,90,0,0,0,0,0,0,1198,274632,2614398,882708,29136,376,1786266,0,0,0,0,0,3490960,3205740,455602,239090,0,0,0,0,236,44,0,0,0,0,0,39550,1355402,1967160,440336,0,3240,3418,2556,389620,3173964,229642,8,0,0,0,1232016,976208,488312,367924,290400,216404,157690,73392,102,0,3947062,50,32,234,0,1786266,37814,285470,168180,115860,129340,170860,,,,,,33600,58686.71,3947062,3947062,3958322,23262,1784,28478,312300,3802448,1209600,106082,0,108,0,3569636.16,0.0,230539.2,0,0,0,0,0,21366,1056126,2314408,387116,19040,4162,230,2,12,3947062,,4292,614,62640,112860,110182,3058722,435830,17246,62,0,270,114,3495308,62266,28,64,0,0,3597422,1542,272,0,0,0,0,0,0,0,0,19858,49592,9878,0,0,104802,15604,212960,27326,0,0,0,0,2390340,1081.36,1214,248636,712782,779764,416976,860184,454624,175988,75658,77384,452,0,0
neg,12,0,26,,0,0,0,0,0,0,802,5752,1048,0,0,0,2682,0,0,0,72,256,14096,11792,10614,490,0,0,0,0,22,0,0,0,0,0,0,0,0,1772,5830,0,1176,0,4,4,4,1268,5146,0,0,0,6408,112,338,60,40,530,94,14,6,0,24812,0,2,4,0,2682,170,8070,2472,,,,,,,,,10400,11.57,24812,24812,25582,29,0,2366,24620,7636,1209600,0,,,,2165.76,0.0,4248.96,0,8,0,0,608,4378,1730,778,104,4,0,0,,6,24812,0,1160,14,10,10,840,1062,3928,556,22,0,,,,,,,,,,36,78,0,0,0,0,0,0,0,0,182,0,0,326,66,46,18,5720,590,25220,14,0,0,0,102.52,48,5810,1472,80,12,36,30,46,116,0,0,0,0
neg,362,,10,8,0,0,0,0,0,0,36,4406,21578,480,0,0,10644,0,0,0,0,0,25978,22816,7732,1974,0,0,0,0,6,6,0,0,0,0,0,0,26120,380,0,0,66,4,10,14,5940,20458,8,0,0,0,16724,8404,1142,164,50,14,2,0,0,0,33714,0,80,30,0,10644,346,4838,2890,,,,,,,,,7620,361.37,33714,33714,35046,74,0,3308,33600,26500,1209600,926,0,0,0,20386.56,0.0,6078.72,0,0,0,0,0,402,11010,14384,662,26,16,0,0,4,33714,,70,10,30,2406,1072,2996,18902,1006,8,0,20,56,20664,13150,0,4,0,12,20760,44,74,0,0,0,0,0,0,0,0,190,50,10,0,0,462,114,600,62,0,0,0,0,0,49.6,28,6484,4202,1534,298,582,13400,0,0,0,0,0,0
neg,65720,,278,188,0,0,0,0,0,0,23118,430644,2905904,525616,15816,120,1706168,0,0,0,0,0,3567380,3166340,706058,339280,0,0,0,0,316,42,0,0,0,0,0,27756,1282148,2452770,138544,0,1954,840,1422,12594,2250906,1633090,412,0,0,0,1097688,980792,449448,395768,338670,266520,219416,152312,604,0,4273938,26,154,100,2,1706168,45852,495516,208146,193580,197560,197460,,,,,,111460,65719.05,4273938,4273938,4277972,26911,11468,60618,637960,3901218,1209600,96194,0,172,0,3554782.08,0.0,344179.2,0,0,0,0,0,141220,1695392,1825252,220016,15842,3470,26,0,6,4273938,,4374,466,24388,205164,105072,2085788,1455194,20638,134,0,356,132,3479248,11148,120,9154,0,0,3583386,1794,172,0,0,0,0,0,0,0,0,23944,44976,9350,0,0,139202,24832,120300,48370,132840,14428,0,0,25719080,1156.96,1174,366286,616964,510312,243848,519526,467110,444910,320960,410878,424,0,0
neg,31132,0,2130706432,318,0,0,0,0,0,108846,1160290,417292,5374,0,0,0,121818,0,0,0,85460,138472,1405926,1339134,366612,112650,0,0,0,0,390,630,0,0,0,0,0,0,9182,953168,729452,0,1612,658,1240,2706,2552,1458372,170246,54416,0,0,586112,410624,208626,156788,84656,62622,46434,36640,26314,72986,1858436,1414,2520,1452,0,121818,15908,181210,184442,244180,,,,,,,,119020,31131.46,1858436,1858436,1844562,9102,0,62906,644120,1695276,1209600,50826,2,52,0,1544843.52,0.0,120893.76,174,418,0,21238,992210,613208,56890,4688,2434,950,184,0,0,386,1858436,0,3332,398,134302,52256,87312,1281772,121284,11058,88,0,352,1004,1556208,668632,0,4,0,0,1557460,1256,208,0,0,0,0,0,0,0,0,19278,6086,2066,3701436,509636,62960,8374,7253860,727554,1735284,11070,0,4,30131540,11.72,986,157060,191998,169390,56596,124974,192286,165772,617686,16040,0,0,0
neg,94,,4,2,0,0,0,0,0,9816,32638,3680,2382,0,0,0,13638,0,0,0,7152,11626,45832,45290,19260,1288,0,0,0,0,18,4,0,0,0,0,0,0,0,23944,24572,0,1058,46,50,36,756,46570,0,0,0,0,41580,4122,1856,394,64,20,96,352,30,2,72312,0,0,0,0,13638,506,9132,10038,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,18740,94.31,72312,72312,67416,62,108,6850,71640,48516,1209600,656,0,14,0,8627.52,0.0,38016.0,,,0,5938,33064,6488,2038,934,54,0,0,0,0,4,72312,,1068,34,208,8982,13980,9158,14754,332,0,0,2,2,8768,46,0,6,0,0,10264,176,72,0,0,0,0,0,0,0,0,606,0,2,0,0,272,56,220,136,0,0,0,0,0,,,40612,3930,1048,480,234,1210,902,100,0,0,0,0
neg,58470,,2130706432,750,0,0,0,0,0,0,7394,336780,2410232,1156054,82642,6008,1681250,62396,0,0,0,0,3431210,2876538,816168,483622,0,0,0,0,1534,270,0,0,0,0,0,18068,1194644,1730064,1056334,0,2338,1414,1814,5386,79234,3907920,1004,0,0,0,1150166,1095536,382058,284488,246238,216758,258728,364676,462,0,4248102,354,934,838,40,1681250,53468,408986,403578,212940,218300,281060,,,,,,95960,58469.79,4248102,4248102,4224028,27269,84,56814,610420,3999110,1209600,139090,2,72,0,3438277.44,0.0,557326.08,2,754,0,0,0,66726,869498,2324160,677454,51570,9136,566,438,442,4248102,,5952,984,163486,181658,313830,2897150,422182,13782,86,0,1068,746,3450504,152438,0,15292,0,10,3476986,3028,268,0,0,0,0,0,0,0,0,30626,41114,22200,0,0,95408,21784,12988840,1303298,775102,5788,0,0,44388160,1577.04,1760,584250,758930,515084,268812,732224,558472,241658,145442,184784,9454,0,0
neg,22,,46,,0,0,0,0,0,43738,153226,149756,38302,5390,1026,0,145356,0,0,0,18170,28290,339836,304238,147064,29128,0,0,0,0,106,16,0,0,0,0,0,0,0,82168,309270,0,9208,3742,8430,12236,46380,311440,2,0,0,0,139656,68592,85558,55666,21054,8902,4730,3202,2230,1848,505332,168,16,258,6,145356,3898,92398,52474,,,,,,,,,144240,21.39,505332,505332,496268,2280,492,48270,502680,391438,1209600,0,,,,276822.72,0,109968.96,120,366,0,5812,92052,223660,55864,12556,1314,180,0,0,,0,505332,,1718,160,15372,34532,216574,122908,174,0,0,0,,,,,,,,,,608,198,0,0,0,0,0,0,0,0,3352,406,180,224456,28226,5574,1138,5212640,533056,490110,362,0,0,4644980,369.66,436,111562,43050,13146,6252,17726,32512,45002,121524,664,0,0,0
neg,2202,,62,62,0,0,0,0,0,0,136,9796,92202,27710,0,0,55654,0,0,0,0,0,132176,122824,19722,5480,0,0,0,0,46,12,0,0,0,0,0,0,47384,82460,0,0,220,78,274,202,31022,97580,468,0,0,0,54024,56226,13850,4498,842,228,112,64,0,0,151936,154,442,38,0,55654,1072,12914,6758,,,,,,,,,19260,2202.75,151936,151936,153806,466,500,14918,151500,129844,1209600,2712,0,14,0,110957.76,0.0,18725.76,0,0,0,0,0,2286,52378,70618,3934,524,104,0,6,10,151936,,348,38,648,7706,2936,43630,71208,3232,98,0,102,122,112160,84720,0,342,0,24,112864,156,78,0,0,0,0,0,0,0,0,608,298,120,0,0,1128,240,3140,932,0,0,0,0,1170720,163.64,108,20278,12788,3378,1040,3654,87516,1020,128,42,0,0,0
neg,39572,0,336,280,0,0,0,0,0,1090,2015174,565880,19836,860,0,0,1002456,0,0,0,30810,59076,2214838,1900328,534560,275842,0,0,0,0,144,678,0,0,0,0,0,0,1864,230026,2370950,0,2464,640,776,2528,2862,84304,2509068,198,0,0,846844,953472,409004,154244,87990,56110,35468,23942,15288,20478,2780922,1106,1044,376,2,1002456,26868,208820,323524,181640,287420,,,,,,,58640,39571.68,2780922,2780922,2739822,13935,22,30378,354480,2604882,1209600,79190,4,98,0,2235178.56,0.0,364149.12,0,318,0,0,70878,409662,1388558,589202,131242,13098,200,0,12,16,2780922,0,5206,420,205702,174164,1576888,631644,8806,10,0,0,388,1896,2257034,1020822,0,178,0,0,2257958,2768,972,0,0,0,0,0,0,0,0,15902,4342,1094,2666772,374622,62852,8692,16165740,1616938,2725306,2054,0,0,0,1543.64,1738,385280,481484,190974,78658,212606,682978,536106,31922,2832,0,0,0
neg,44892,,174,166,0,0,0,0,0,0,258,175272,1826336,347432,3806,0,1014622,0,0,0,0,0,2227334,2049994,226352,148806,0,0,0,0,920,226,0,0,0,0,0,314,1268994,1083796,0,0,844,296,494,86680,2029404,233944,1442,0,0,0,541596,480460,260750,235970,228636,243694,360772,1226,0,0,2453910,0,422,64,44,1014622,20568,147428,78416,118320,102860,,,,,,,2200,44891.02,2453910,2453910,2466440,14532,450,1952,31500,2353104,1209600,62858,4,58,0,2127251.52,0.0,224382.72,0,0,0,0,0,6706,603438,1383802,329716,21334,6644,1464,0,4,2453910,,2220,340,26984,182200,173400,1818980,147548,1432,0,0,220,628,2133334,28468,0,12,0,20,2144932,1048,214,0,0,0,0,0,0,0,0,10562,45066,7614,0,0,74066,14616,66000,6996,0,0,0,0,4891070,510.72,636,241278,262474,198204,115704,243384,233200,192976,177130,627762,60992,0,0
neg,43120,,300,276,0,0,0,0,0,0,2052,570788,1952204,246446,5030,0,1345172,0,0,0,0,0,2310556,1782880,664678,479274,0,0,0,0,430,748,0,0,0,0,0,36332,1162004,1282360,295824,0,2352,242,640,164900,2194892,413448,46,0,0,0,1073630,421622,198698,156136,175008,493362,258064,0,0,0,2975554,0,90,354,26,1345172,59232,388370,274072,255540,271400,,,,,,,133020,43120.37,2975554,2975554,2973900,20333,4040,52210,550620,2776520,1209600,100000,0,52,0,2353185.6,0.0,420598.08,0,0,0,0,0,65430,801520,1641148,255798,9098,3124,402,106,122,2975554,,4026,344,16342,241110,159072,1426012,903702,25600,312,0,272,1340,2370584,8068,0,14672,0,64,2378972,1716,210,0,0,0,0,0,0,0,0,29696,57894,9836,0,0,105194,33604,9580,7736,0,0,0,0,3120370,859.14,892,445802,492410,366776,159296,296354,216250,190802,147382,383006,78442,0,0
neg,40730,,0,,0,0,0,0,0,0,138786,1289482,1208004,137444,4134,0,1312926,0,0,0,52,472,2381466,2035736,664598,293400,0,0,0,0,0,0,0,0,0,0,0,89976,1680224,515568,492082,0,4512,904,994,1344,6880,2763190,24,2,0,0,1064586,677912,279224,196226,141050,120120,194666,104066,0,0,3046618,122,250,422,172,1312926,45474,347230,313692,227880,320280,,,,,,,109980,40730.76,3046618,3046618,3045702,14760,5670,59284,621380,2777850,1209600,0,,,,2205555.84,0,566823.36,28,210,0,0,43930,844814,1378842,454162,49548,5800,754,0,,0,3046618,,5468,398,20684,317836,180394,1452686,786020,14072,292,0,,,,,,,,,,1866,90,0,0,0,0,0,0,0,0,23418,39594,7966,0,0,96262,19016,5016920,543148,0,0,0,0,39730790,936.38,1074,590074,391308,240740,127264,317910,346688,406262,242548,113042,2014,0,0
neg,61146,,1924,1728,0,0,0,0,0,0,103144,2410238,3617002,1126096,142244,9482,3087532,0,982,1792,0,0,6711524,5592938,3652418,921644,0,0,0,0,6084,922,0,0,0,0,0,0,7200084,121810,86312,0,9580,4056,5608,47082,4405264,2926120,10396,94,6,0,4521216,1209394,577496,377658,347096,312554,62792,0,0,0,10365176,0,272,1898,36,3087532,128892,2696676,953496,573780,422820,530040,490620,293860,312220,332780,337480,344540,61145.37,10365176,10365176,10320804,20892,66460,56322,671740,7408206,1209600,431878,0,462,0,5005326.72,0,2394260.16,0,0,0,0,898,475906,2363160,3199322,1220916,127786,18816,1402,3622,3668,10365176,,14414,1600,21968,1961642,692522,3543716,1129728,42600,16,0,2608,1964,4955384,215216,10,97180,0,0,5112854,12726,680,0,0,0,0,0,0,0,0,54872,29254,6496,0,0,270326,78182,97360,53356,0,0,0,0,1145390,3395.12,3858,2574724,2290000,833884,254052,544448,414296,233660,195568,66730,844,0,0
neg,108,0,2130706434,,0,0,0,0,0,0,446,12848,1956,0,0,0,5858,0,30,0,128,360,14054,9198,22458,1388,0,0,0,0,6,26,0,0,0,0,0,0,0,0,15250,0,134,16,8,574,412,704,13402,0,0,0,9854,3222,590,596,284,108,466,126,2,2,36700,26,10,12,0,5858,416,18228,4122,,,,,,,,,22000,108.37,36700,36700,36028,61,0,3416,36120,15342,1209600,0,,,,9043.2,0.0,5279.04,0,14,0,0,416,7430,6104,1164,122,14,0,0,,0,36700,0,1072,4,160,1420,2346,9658,590,0,0,0,,,,,,,,,,82,72,0,0,0,0,0,0,0,0,392,0,0,10460,1326,690,100,160480,16648,12488,66,0,0,0,105.76,94,6488,4680,1224,268,246,478,290,1576,0,0,0,0
neg,30296,,0,,0,0,0,0,0,0,3770,517548,1482962,165340,18190,118,1023148,0,0,0,0,0,1847712,1565052,582238,240476,0,0,0,0,0,0,0,0,0,0,0,0,515408,541886,1130634,0,1256,506,730,33516,1520380,631528,8,4,0,0,1016462,376156,196480,134738,99296,86542,127266,105500,32286,13202,2430248,98,150,606,142,1023148,35318,308520,268726,269460,305080,1310700,1310700,1310700,1310700,1310700,1310700,2740,30296.85,2430248,2430248,2404756,11781,185780,118754,6700,2187928,1209600,0,,,,1777417.92,0.0,407629.44,,,0,0,0,143300,962816,989024,86212,5748,828,0,,0,2430248,,1384,310,18372,256290,368608,1437638,100470,4856,0,0,,,,,,,,,,2056,164,0,0,0,0,0,0,0,0,18842,25658,5816,0,0,97450,16178,5026460,595112,0,21612,0,0,29297040,,,424070,307468,223980,139628,630958,441082,20506,174,62,0,0,0
