class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,1002,2130706432,0,0,0,0,0,0,0,0,0,0,0,0,0,24030,0,336,0,7422,11374,78066,71482,42888,5894,0,0,0,0,62,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128442,12,0,6,0,24030,860,28352,14280,,,,42260,1001.92,128442,128442,288,0,48,12258,127760,73556,1209600,2006,0,0,0,52526.4,0.0,19911.36,0,0,0,0,0,0,0,0,0,0,0,0,0,14,128442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,140,0,0,0,0,0,0,0,0,930,112,44,0,0,1142,248,221440,22416,0,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,119226,216,216,0,0,0,0,0,0,61812,1656312,3962480,2236866,90726,5564,4608476,24486,0,0,1212,3438,7216662,6365732,1330732,693466,0,0,0,0,530,132,0,0,0,0,0,42852,2763956,4985004,221948,0,6054,1678,2710,4998,4395748,3588144,14428,0,0,0,3310432,1067756,796072,696418,646394,705032,749728,41928,0,0,8550278,0,290,560,740,4608476,111290,709514,615054,158620,191200,216080,20540,119226.69,8550278,8550278,8443464,50082,20214,108244,65000,8013760,1209600,256544,3306,500,0,7144390.08,0.0,776938.56,,,0,0,6314,471188,2283846,3429792,1642314,151390,27474,1442,674,720,8550278,7620,1490,7130,368870,295766,5406380,1902726,23772,6,0,282,632,6342860,50392,342,130500,0,0,6507524,5070,180,0,0,0,0,0,0,0,0,66186,81698,16284,0,0,207010,33126,161660,88656,0,0,0,0,2725530,,,807444,1787400,1187104,596866,1317006,1088322,641446,284378,300048,3746,0,0
neg,72,74,48,0,0,0,0,0,0,18,6720,9786,0,0,0,3416,0,90,0,0,0,22372,19272,22056,580,0,0,0,0,4,26,0,0,0,0,0,0,0,0,16524,0,100,22,14,4766,2120,500,9002,0,0,0,9970,2156,682,262,440,146,136,1998,136,598,44438,4,6,4,0,3416,286,19672,2352,,,,21840,72.71,44438,44438,52358,79,0,4308,44140,16608,1209600,692,0,2,0,6947.52,0.0,2762.88,0,16,0,0,0,3274,7592,3412,2228,18,0,0,0,16,44438,6974,20,18,268,640,2966,5226,412,0,0,62,66,7158,714,0,0,0,0,7326,56,134,0,0,0,0,0,0,0,0,250,0,0,4792,1500,266,84,440,160,34810,38,0,0,0,155.78,72,9902,3752,1102,330,550,520,254,114,0,0,0,0
neg,14,42,22,0,0,0,0,0,0,596,4086,2526,0,0,0,2506,0,0,0,0,0,6510,3308,18042,1110,0,0,0,0,0,10,0,0,0,0,0,0,0,748,6460,0,170,10,8,748,188,6042,42,0,0,0,5840,466,198,92,56,394,142,20,0,0,24576,4,4,0,0,2506,246,15438,2586,,,,17800,14.92,24576,24576,25096,29,0,2334,24340,7262,1209600,378,2,6,0,2921.28,0.0,3379.2,0,20,0,0,0,4102,2078,1014,14,0,0,0,0,24,24576,1012,10,38,234,150,5344,420,0,0,0,36,10,3288,34,0,0,0,0,3378,56,80,0,0,0,0,0,0,0,0,238,0,0,1542,426,80,26,7880,762,24154,84,0,0,0,1.94,62,4556,2274,266,44,48,20,0,0,0,0,0,0
neg,52622,102,66,0,0,,,,,,,,,,,1392192,0,0,0,69042,92904,2284982,2125166,485612,174970,0,0,0,0,156,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840076,926,1572,2016,2,1392192,33926,287686,196076,199720,212100,,69440,52621.56,2840076,2840076,2843938,15707,4950,38960,416160,2592846,1209600,49680,0,58,0,2400074.88,0.0,189485.76,14,590,,,,,,,,,,,1234,1604,2840076,,,,,,,,,,,70,546,2380788,1484334,0,2698,0,0,2414750,1634,290,0,0,0,0,0,0,0,0,17332,7766,2162,2894410,551480,52700,9218,11780,10802,2072774,6708,0,0,51621580,1926.42,984,,,,,,,,,,,0,0
neg,12,10,6,0,0,0,0,0,0,1544,16238,3884,0,0,0,7776,0,368,0,54,298,32994,27822,10656,1026,0,0,0,0,20,6,0,0,0,0,0,0,0,0,21662,0,1100,60,80,304,2832,17286,0,0,0,0,20068,732,170,158,62,54,314,92,10,0,43744,0,2,4,0,7776,460,5364,5254,1310700,1310700,1310700,10240,12.18,43744,43744,44018,32,0,4114,43320,21656,1209600,706,0,12,0,5472.96,0.0,15165.12,,,0,0,1188,13480,6080,718,194,0,0,0,10,28,43744,1048,36,42,168,3558,8166,8316,326,0,0,6,6,4298,184,0,2,0,0,6234,130,94,0,0,0,0,0,0,0,0,370,0,0,1002,288,130,32,860,86,35046,20,0,0,0,,,16986,4128,264,48,110,48,22,56,0,0,0,0
neg,48804,686,,0,0,0,0,0,0,494896,1723836,716738,171400,18158,0,1468386,0,112,0,2836,5080,2731180,2321516,590376,339742,0,0,0,0,376,3272,0,0,0,0,0,0,268518,2224102,632408,0,3830,1974,3986,10086,67196,575170,2462786,0,0,0,1240320,639742,344904,217114,140492,100122,79932,74520,42978,244904,3325276,4004,3084,5456,72,1468386,52024,278632,309328,217640,203500,,161700,48804.96,3325276,3325276,3277758,18020,246456,84548,897000,3127254,1209600,0,,,,2647984.32,4367.04,470756.16,112,478,0,0,26216,350138,1019730,976206,516734,153950,69150,12904,,628,3325276,5902,864,310154,227104,192114,1792928,580682,15032,248,0,,,,,,,,,,2626,174,0,0,40,4368,0,0,0,0,24904,11782,2692,7591590,1274922,142322,27036,4338240,888186,3192262,23848,0,0,0,1692.64,1708,498648,464002,321454,173602,339976,272934,438476,605952,9984,0,0,0
neg,165672,492,158,0,0,0,0,0,17222,1256016,5700264,2853162,103382,3542,0,4992308,0,0,0,25686,39110,8408736,7143732,2399204,1091196,0,0,0,0,1004,644,0,0,0,0,0,3692,40518,1847244,8042134,0,7304,2196,3740,7324,3643512,6269512,0,0,0,0,2626982,3041706,1264388,790812,498252,357050,356166,510894,328572,158766,10835738,1084,2028,5272,2,4992308,197092,1483088,911266,249000,296440,377100,276460,165672.01,10835738,10835738,10846636,52454,33186,100168,1136060,9933588,1209600,343968,0,904,0,8874761.28,0,1048533.12,,,0,120,309540,3503936,4390102,1506650,176382,40608,6176,74,88,230,10835738,9622,1984,208990,744728,483476,7287922,1157490,39354,22,0,146,884,3676638,1787262,0,233616,0,0,6717398,7884,3150,0,0,0,0,0,0,0,0,95140,82458,20824,32608282,4568096,456242,66112,5219360,635270,9126146,159508,0,0,148457590,,,1121580,1666988,1110148,424084,802230,936338,1138308,2590214,143680,18,0,0
neg,16,56,22,0,0,0,0,0,0,2952,4720,2472,0,0,0,1790,0,0,0,472,928,6304,4042,11762,1468,0,0,0,0,34,16,0,0,0,0,0,0,0,0,10144,0,80,6,92,904,168,406,8488,0,0,0,8324,560,172,98,160,140,448,76,22,144,18552,0,0,18,0,1790,188,7492,4224,,,,11540,15.43,18552,18552,19612,34,22,1782,18360,10188,1209600,448,2,6,0,2603.52,0.0,6421.44,0,22,0,0,2590,3928,2730,430,466,0,0,0,4,10,18552,1206,4,20,26,56,1590,6670,560,12,0,70,52,2978,82,0,52,0,0,3132,74,70,0,0,0,0,0,0,0,0,254,0,0,1180,456,56,20,8780,1020,18198,18,0,0,0,0.82,52,7884,1824,236,68,56,54,22,0,0,0,0,0
pos,1175462,518,452,0,0,0,0,25310,1135966,4233426,3711916,1458946,783048,615118,338476,41482088,134900,0,0,3430500,5190948,77260494,66582746,24687810,12875758,0,0,1113670,0,3338,628,0,0,0,0,0,0,0,4128954,8173252,0,18422,13670,23714,53856,913466,10136550,781992,360536,0,0,3075022,3669110,1017812,782496,645472,552662,495870,502756,320228,1240778,105383520,2432,7884,3284,0,41482088,1351346,7367948,17275340,794900,575640,646240,53740,1175461.97,105383520,105383520,104775906,82085,524,66008,63300,102333746,1209600,358670,16,36,0,65800076.16,19626837.12,16833944.64,752,2012,578,37528,490790,1034772,2400816,2486014,1993700,1183510,1066378,1608120,8,8,105383520,8848,1118,1274710,522574,3061492,7092810,336996,3654,4,0,666,1158,6391012,2324520,0,2434,0,0,8426880,10508,356,0,0,210,2309702,0,0,0,0,832758,67454,12958,0,0,349798,56870,4237720,433578,0,0,0,0,48860160,2705.92,2474,4028708,1349968,1261818,581928,1192742,2719326,899414,240300,28002,0,0,0
neg,99968,458,,0,0,0,0,0,27404,3346550,2055626,109058,0,0,0,2377418,0,0,0,92914,134298,4998152,4556070,1316406,418732,0,0,0,0,276,830,0,0,0,0,0,2500,90310,2426620,3019208,0,3654,1928,3412,5522,16140,5507926,56,0,0,0,736102,2168438,980542,562768,328820,215690,174906,275632,95732,8,6408504,2338,2974,2506,0,2377418,65552,975542,338834,217980,220700,252900,53900,99967.51,6408504,6408504,6410090,33724,13780,29762,349400,5538638,1209600,0,,,,5091240.96,0,442787.52,2,1180,0,4252,1509480,3400776,542912,57536,18034,5342,306,0,,44,6408504,8088,1008,32084,257766,154506,1898926,3092356,93728,176,0,,,,,,,,,,3196,114,0,0,0,0,0,0,0,0,34114,41840,19336,12248508,1788752,191350,31222,45967760,4648184,60026,98004,0,0,0,2019.42,2170,470320,715826,634954,236264,482580,575020,673402,1699330,50942,0,0,0
neg,5316,214,22,0,0,0,0,0,32522,68096,194774,86716,3126,0,0,168938,0,0,0,12674,18914,326684,289230,136756,23302,2,0,0,0,294,174,0,0,0,0,0,0,0,55074,330160,0,2836,886,1458,5044,17246,357748,16,0,0,0,141026,128568,85636,16738,6244,2620,1728,1900,582,192,476406,122,144,78,0,168938,4382,69452,65488,,,,,5315.48,,,467802,1718,0,45248,,385234,1209600,9516,0,28,0,272075.52,0.0,110031.36,20,230,0,17326,65252,107838,164692,26084,3186,758,98,0,2,14,,1970,140,25302,26366,35254,272124,24078,0,0,0,20,2,181990,120604,0,12,0,0,186972,708,574,0,0,0,0,0,0,0,0,,576,128,268520,39872,9090,1368,4940,492,326918,1360,0,0,4315500,495.7,472,114516,50770,19574,6398,11698,11460,105596,63936,1286,0,0,0
neg,44572,2130706432,,0,0,0,0,0,0,51528,1396476,830638,46636,2466,0,973898,0,178,0,0,82,2110624,1855560,439664,204830,0,0,5920,0,38,158,0,0,0,0,0,11004,487500,1325182,504058,0,2180,2092,5834,15738,184024,2117822,54,0,0,0,725006,621712,299352,193182,126964,88180,74024,102870,53004,43450,2550578,552,464,380,120,973898,21816,244486,193118,158760,259860,,17200,44571.09,2550578,2550578,2520102,16653,4872,9318,126780,2328812,1209600,0,,,,2151360.0,0.0,174804.48,52,510,0,0,2016,104310,748490,1059568,344320,66498,2524,18,,2178,2550578,2848,252,78524,115868,503640,1612014,14582,16,0,0,,,,,,,,,,1270,154,0,0,0,0,0,0,0,0,12076,22116,7506,5968402,642392,52524,10072,19330400,2098096,2506378,58296,0,0,4571100,1114.82,946,186626,209736,154398,103738,233162,254974,365298,797874,21938,0,0,0
neg,966,8,,0,0,0,0,0,1370,48960,18624,2848,0,0,0,32696,0,0,0,2568,4446,65784,60046,31844,3242,0,0,0,0,26,28,0,0,0,0,0,0,0,12090,59712,0,1402,40,96,220,372,17730,45814,6102,26,0,36556,26308,4714,1818,1370,576,250,140,68,2,100264,10,44,62,0,32696,868,21464,10146,,,,31200,965.68,100264,100264,98494,240,1116,,99680,71936,1209600,0,,,,49261.44,0.0,21333.12,2,20,0,0,5658,24086,10010,26974,5062,6,6,0,,0,100264,1372,34,1540,668,4646,16380,45886,1246,30,0,,,,,,,,,,184,74,0,0,0,0,0,0,0,0,678,20,10,0,0,730,122,81680,9250,0,0,0,0,0,196.64,148,23740,9198,1398,458,1238,1818,2958,30880,114,0,0,0
neg,2656,22,22,0,0,0,0,0,8888,141974,50952,10640,76,0,0,76704,0,0,0,10892,15882,190920,172896,82624,13182,0,0,0,0,48,88,0,0,0,0,0,0,0,100374,112156,0,828,738,1252,2248,8082,34902,159242,5238,0,0,122462,50088,17926,10070,4180,2680,1708,1746,908,762,284578,68,72,246,0,76704,1942,53790,27308,,,,80440,2656.63,284578,284578,278056,710,0,26898,282880,212888,1209600,5682,2,18,0,140259.84,0.0,66058.56,52,180,0,0,100570,83196,26142,1974,452,162,34,0,0,158,284578,1898,132,11678,18004,12058,121310,45986,1458,6,0,44,112,145238,55504,0,2,0,0,145754,418,644,0,0,0,0,0,0,0,0,1940,260,106,0,0,3950,828,543180,54880,0,0,0,0,1656660,739.08,316,69116,29266,13454,4798,13232,16922,22924,41170,1534,114,0,0
neg,45292,1508,1364,0,0,0,0,0,0,588,485736,1920620,602740,46652,3388,1359366,0,0,0,0,0,2578896,2088184,601690,418720,0,0,0,0,2096,302,0,0,0,0,0,0,2821566,238156,2,0,3218,1892,2084,59596,2170614,821456,864,0,0,0,1063246,727466,250720,210544,195550,175478,226152,210568,0,0,3181256,332,152,742,30,1359366,41208,243486,354898,230980,230220,,133420,45292.61,3181256,3181256,3175300,19563,1792,70560,754800,3059724,1209600,87634,0,70,0,2683067.52,0.0,374356.8,0,0,0,0,0,108542,1146178,1342532,423626,32164,6220,462,242,324,3181256,5156,674,48426,191126,113594,2069016,608886,22798,48,0,1878,1038,2594028,39184,0,818,0,46,2712394,2310,120,0,0,0,0,0,0,0,0,24308,55106,8384,0,0,89590,13210,461020,51440,1219790,30778,0,0,5292660,1316.22,1428,395396,648878,342296,213512,522490,414814,243818,121262,146180,11078,0,0
neg,39140,2130706434,0,0,0,0,0,0,0,518,409338,1518180,433886,18458,0,1108356,0,0,0,0,0,2184164,1941528,281892,201450,0,0,0,0,796,248,0,0,0,0,0,114230,1403508,576430,286212,0,1306,512,980,1354,72488,2302804,936,0,0,0,767614,476378,236526,186754,152414,150496,409898,300,0,0,2466452,0,24,118,6,1108356,29812,152068,129162,117660,151980,,8000,39139.48,2466452,2466452,2478114,13389,82182,1866,42140,2380380,1209600,87264,0,0,0,2088606.72,0.0,288661.44,0,324,0,0,0,2734,487136,1158806,679822,41582,9142,1158,0,338,2466452,3282,534,34452,235210,197378,1716242,188740,4542,0,0,0,0,0,0,0,0,0,0,0,1746,238,0,0,0,0,0,0,0,0,17338,28544,12950,0,0,76224,18006,4313420,656248,0,0,0,0,1132840,862.38,1002,308746,366030,310802,158194,294898,209696,191328,157826,365730,17130,0,0
neg,36,2130706434,20,0,0,0,0,0,0,106,1242,17172,0,0,0,6718,0,0,0,0,0,17390,10280,10068,3470,0,0,0,0,28,18,0,0,0,0,0,0,12196,0,6324,0,1240,28,36,40,786,16388,2,0,0,0,16614,976,498,62,92,278,0,0,0,0,27504,0,2,2,0,6718,398,2638,7274,,,,9700,36.55,27504,27504,28872,35,0,2478,27100,18520,1209600,1004,2,4,0,7775.04,205.44,9311.04,0,0,0,0,0,2034,14162,1950,290,84,0,0,0,6,27504,1336,32,34,834,662,6124,7322,2118,58,0,28,84,8542,72,0,10,0,22,8742,118,56,0,0,0,206,0,0,0,0,348,0,0,0,0,402,102,22480,2262,0,0,0,0,0,71.8,78,11426,6422,550,50,64,8,0,0,0,0,0,0
neg,28162,0,,0,0,,,,,,,,,,,806860,0,0,0,1446,2410,1562742,1464308,163610,77486,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728170,0,138,408,64,806860,18344,99652,63464,117020,1310700,1310700,42960,28161.2,1728170,1728170,1720308,,293542,50286,514700,1661810,1209600,0,,,,1550542.08,0.0,107393.28,,,,,,,,,,,,,,0,1728170,,,,,,,,,,,,,,,,,,,,1094,104,0,0,0,0,0,0,0,0,8488,28732,6538,0,0,89420,15334,4641100,648076,0,0,0,0,1097540,,,,,,,,,,,,,0,0
neg,768,0,,0,0,0,0,0,0,74,0,22732,35208,456,0,25344,0,232,0,0,0,69398,65046,7116,2034,0,0,0,0,0,0,0,0,0,0,0,0,50488,7982,0,0,90,58,66,50,1734,56472,0,0,0,0,35882,18784,3352,242,122,54,26,8,0,0,76546,0,122,74,0,25344,528,3704,3386,,,,6980,767.83,76546,76546,77288,178,52,7506,76320,58470,1209600,0,,,,51820.8,0.0,6576.0,0,18,0,0,0,0,4636,32006,21412,378,38,0,,8,76546,152,22,288,2862,1186,4254,47706,1890,110,0,,,,,,,,,,62,30,0,0,0,0,0,0,0,0,312,18,2,0,0,722,162,52440,5286,0,0,0,0,0,69.54,54,7034,6358,37718,7256,104,0,0,0,0,0,0,0
neg,108,12,2,4,6,0,0,0,0,10684,1366,2894,0,0,0,5626,0,32,0,66,200,20534,17554,7156,404,0,0,0,0,6,2,0,0,0,0,0,0,0,0,14944,0,1886,28,26,10,510,12484,0,0,0,0,8814,4096,508,166,72,8,10,1252,18,0,27786,6,6,6,0,5626,262,5200,1840,1310700,1310700,1310700,6860,108.56,27786,27786,29298,71,0,2632,27400,14944,1209600,462,0,4,0,7783.68,0.0,5285.76,,,0,0,5568,6346,1348,1682,0,0,0,0,0,4,27786,1878,12,112,542,1026,10978,396,0,0,0,8,0,7422,1760,0,0,0,0,8140,40,68,0,0,0,0,0,0,0,0,274,0,0,2078,474,194,32,600,60,6500,16,0,0,0,,,7460,3258,632,222,398,800,824,1350,0,0,0,0
neg,634,24,,0,0,0,0,0,15698,18772,7374,3228,0,0,0,10672,0,3790,0,7564,10276,31740,30080,9866,1960,2,0,0,0,36,28,0,0,0,0,0,0,0,13324,31748,0,1040,46,54,96,3726,40110,0,0,0,0,16472,15920,10848,1068,122,70,252,318,2,0,49208,0,2,74,4,10672,372,1826,7852,1310700,1310700,1310700,9600,633.43,49208,49208,49734,177,440,4734,48860,45072,1209600,0,,,,29648.64,0,14339.52,,,0,3278,30824,7358,2906,666,40,0,0,0,,0,49208,984,12,610,3008,6880,33258,320,0,0,0,,,,,,,,,,74,36,0,0,0,0,0,0,0,0,498,10,4,194,104,328,84,114300,11940,5404,8,0,0,0,,,15460,3118,1538,732,1588,1802,3960,16874,0,0,0,0
neg,2354,,,,,0,0,0,0,96,29412,99344,5354,0,0,47088,0,60,,0,0,129464,119470,17826,6274,,0,0,0,,,0,0,0,0,0,11218,81916,11410,29662,0,2244,156,200,168,1840,129598,0,0,0,0,71038,49080,10856,2538,222,84,282,106,0,0,147312,,,,,47088,1054,8788,8930,0,0,0,17500,2354.07,147312,147312,,428,,,146980,,1209600,,,,,125302.08,0.0,6784.32,,,0,0,0,6496,111692,14814,1076,120,8,0,,,147312,2150,28,4862,3314,11540,104926,6620,764,2,0,,,,,,,,,,,,,,,,,,,,554,,,,,,,,,,,,,,,,9424,11122,12076,7046,56362,38172,4,0,0,0,,
neg,6,10,10,2,2,0,0,0,0,10,2206,2220,0,0,0,572,0,0,0,0,0,9452,7844,14716,496,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4436,0,76,16,20,922,156,2722,524,0,0,0,3346,162,42,32,32,148,470,76,20,108,24184,0,10,12,0,572,120,13244,1452,,,,14560,6.04,24184,24184,26226,21,0,2372,24000,4468,1209600,162,2,2,0,1092.48,0.0,2329.92,0,8,0,0,0,812,2540,930,154,0,0,0,2,4,24184,1090,8,10,2,258,1258,1492,302,16,0,4,38,1104,114,0,4,0,0,1198,38,58,0,0,0,0,0,0,0,0,166,0,0,0,0,40,6,1520,272,6296,8,0,0,0,0.8,30,3448,826,24,12,44,32,50,0,0,0,0,0
neg,192,116,94,0,0,0,0,0,0,13058,20002,1876,0,0,0,13598,0,0,0,1438,2328,48828,37008,60682,4136,0,0,0,0,68,316,0,0,0,0,0,0,0,626,34310,0,428,154,222,456,3984,29692,0,0,0,0,21394,8634,2228,712,580,588,458,342,0,0,111054,4,10,2,0,13598,848,48980,11422,,,,59880,191.83,111054,111054,113528,112,76,10422,110080,34936,1209600,2278,2,10,0,20140.8,0.0,13645.44,0,60,0,0,7048,21542,4336,1198,770,42,0,0,0,12,111054,1412,90,78,1424,1142,3070,18200,9174,346,0,170,990,21342,720,0,40,0,0,21852,208,150,0,0,0,0,0,0,0,0,816,0,0,16898,5340,1094,258,65660,8328,68328,198,0,0,0,188.28,184,16114,11176,3468,620,836,904,1220,598,0,0,0,0
neg,38872,782,698,0,0,0,0,0,1886,236220,1370556,732684,55342,324,0,1097850,0,0,0,1590,2820,2163950,1877300,426964,233634,0,0,0,0,1558,290,0,0,0,0,0,163492,1386416,832836,14268,0,1900,576,876,31710,1331752,1030048,150,0,0,0,595856,731536,253008,193636,147198,117680,127838,220514,9746,0,2592954,240,114,1202,0,1097850,25512,256970,167246,204780,194000,,23120,38872.46,2592954,2592954,2593270,16117,11768,13776,168560,2397012,1209600,62418,0,64,0,2244660.48,0.0,150509.76,0,0,0,0,41862,563520,1257166,480638,45468,6724,1606,28,28,32,2592954,3844,538,14828,64852,83126,1570878,632672,26148,126,0,1106,1516,547984,99646,0,41066,0,20,2257658,1524,480,0,0,0,0,0,0,0,0,15106,46238,6826,0,0,53230,7932,6992720,814400,1687642,23990,0,0,28436330,1153.12,1158,163068,469540,380232,196352,386364,366172,193816,97478,134676,9314,0,0
neg,40188,440,314,0,0,0,0,0,0,4052,302710,1809656,1029836,47230,72,1311616,0,0,0,0,0,2695582,2168716,797290,448082,0,0,0,0,324,88,0,0,0,0,0,33560,1490532,1087934,581530,0,3210,2800,5490,110376,2462280,609366,34,0,0,0,1373588,571616,246732,184420,205490,424392,187318,0,0,0,3493704,0,6,236,48,1311616,44570,417882,376198,246580,315700,,226760,40187.51,3493704,3493704,3483680,19550,2306,100574,1065320,3193556,1209600,112526,0,48,0,2540458.56,0,648470.4,0,0,0,0,0,9440,556682,1511800,1009204,92158,12596,1676,158,174,3493704,6660,874,339734,312070,346456,2037162,144064,6428,108,0,706,164,2390446,1490,0,1870,0,0,2418184,2450,148,0,0,0,0,0,0,0,0,26742,29498,18156,0,0,62536,17732,3273080,338436,0,0,0,0,187590,1845.86,1886,690878,695316,360390,177628,405274,436010,365942,61126,992,0,0,0
neg,39310,2130706432,70,0,0,0,0,0,0,432,256898,1586032,651870,52734,4218,1164184,0,0,0,0,0,2347714,2110326,348580,194258,0,0,0,0,216,164,0,0,0,0,0,77648,1239918,616506,618112,0,1772,1178,1558,2270,113308,2431626,472,0,0,0,863090,557580,184624,148872,123398,112026,215764,346830,0,0,2696792,136,754,410,8,1164184,27746,196348,151630,164840,142800,,36440,39310.53,2696792,2696792,2678098,18302,1086,24866,272320,2552184,1209600,75714,2,62,0,2261316.48,0,289012.8,0,568,0,0,0,18348,542644,1328624,604904,49416,7596,652,14,20,2696792,3674,484,79398,129098,108050,1802838,416178,12366,98,0,124,636,2254866,61096,0,18718,0,48,2283614,1590,78,0,0,0,0,0,0,0,0,16642,86074,19916,0,0,45482,9910,5797100,584036,0,0,0,0,1379490,878.08,1022,305236,435486,359830,179120,396888,459182,294438,85084,33904,3016,0,0
neg,38718,1360,1222,0,0,0,0,0,0,75716,930626,1498992,311106,4508,340,1402440,0,0,0,0,0,2525808,2039028,590112,310904,0,0,0,0,1396,478,0,0,0,0,0,292,2759380,61614,2,0,4122,1336,1886,20788,1614222,1167262,11664,8,0,0,1182484,501126,204272,174000,157892,151046,411860,38608,0,0,3117796,0,126,124,48,1402440,37450,200944,382424,203960,261160,,107880,38717.99,3117796,3117796,3047908,13770,136028,56454,681140,2821288,1209600,102238,0,152,0,2214144.0,0.0,601101.12,0,0,0,0,2776,292292,872576,1095826,480226,65038,11340,1214,904,968,3117796,9468,1578,7304,211984,218648,1311342,1044832,16132,0,0,2394,1328,1666140,16228,0,146370,0,36,2241606,5928,1580,0,0,0,0,0,0,0,0,24756,35802,6200,0,0,93794,14826,1215340,257988,0,0,0,0,0,2652.5,3346,634688,599066,254870,110242,201990,178036,168804,143786,506532,23274,0,0
neg,607082,,,,,0,0,3578,2001138,11831228,17999414,5401680,507368,15180,106,14355290,309382,94,,856438,1721112,26551000,22630986,11352660,4507908,,0,0,0,,,0,0,0,0,0,0,2700,11787844,25969148,0,23338,2920,5554,11522,23136,37224888,468288,38,8,0,10061874,13928540,5826330,2857166,1629476,1144902,1240436,1069394,1574,0,38770798,,,,,14355290,642242,4331760,6982914,338560,346640,366240,362720,607082.22,38770798,38770798,39381832,205388,,,1151180,37759692,1209600,,,,,32224491.84,0.0,5516118.72,,,0,362202,5765804,15672786,12327736,3177796,404032,47046,2248,42,,,38770798,43608,8582,2898028,3040260,5893608,25736168,139438,0,0,0,,,,,,,,,,,,,,,,,,,,345702,,,,,,,,,,,,,,,,5744642,6351416,4013550,1239470,2140034,1674372,2178630,14304314,113264,0,,
neg,2954,166,150,0,0,0,0,0,0,106,45598,188530,27836,0,0,110704,0,0,0,0,0,243558,207878,66798,20856,0,0,0,0,504,86,0,0,0,0,0,3328,212306,46436,0,0,628,500,646,688,84040,175560,8,0,0,0,154980,58408,16644,8076,4654,3738,4838,10732,0,0,310546,112,386,180,0,110704,3846,29094,37386,,,,65460,2953.86,310546,310546,306504,1060,740,29850,309120,262070,1209600,11416,0,36,0,205862.4,0,55792.32,0,0,0,0,0,14268,158294,79824,8118,1412,154,0,22,26,310546,974,112,1318,29726,18830,69176,135048,6874,12,0,288,356,141856,55884,128,1906,0,0,213342,402,60,0,0,0,0,0,0,0,0,2312,2434,366,0,0,8216,1334,404480,41300,0,0,0,0,415370,318.58,314,60704,73518,26704,10638,17510,61030,4964,2764,4044,194,0,0
neg,77606,2130706438,806,0,0,0,0,0,0,18080,2193640,2162180,353554,4292,0,2093360,13418,0,0,0,0,3885202,3021344,1446764,780636,0,0,0,0,628,552,0,0,0,0,0,0,2671814,2059926,6,0,3184,550,964,1370,29550,4695548,580,0,0,0,1759454,1200652,451090,340628,262746,321678,395498,0,0,0,5332548,0,48,144,60,2093360,73940,733922,706120,280780,305060,344360,108000,77606.7,5332548,5332548,5313978,25932,1060,43212,486020,4731746,1209600,105900,2,112,0,3680237.76,0.0,1052440.32,0,742,0,0,0,398100,2526380,1461122,313970,24656,7260,258,888,914,5332548,7022,750,100412,676616,245898,2133458,1540040,27362,188,0,1026,762,3751976,11998,0,6780,0,66,3760400,6664,202,0,0,0,0,0,0,0,0,43424,142770,31892,0,0,89022,15912,5520380,556576,0,0,0,0,612830,2380.28,2062,1095526,409856,216632,150188,401286,525640,684400,442284,733384,72550,0,0
